14	19619850	0
14	19789146	0
14	19789574	0
14	20148498	0
14	20194876	0.04922165686684
14	20198171	0.0527259138180465
14	20199443	0.0540796882911681
14	20203125	0.0580082267491283
14	20209610	0.0647056539875383
14	20212635	0.0720696834852533
14	20212642	0.072096521615776
14	20212709	0.0725043451896269
14	20213006	0.0743167973535911
14	20213037	0.0745042463367772
14	20213055	0.0746121362242252
14	20213181	0.0749769646750078
14	20213937	0.0755864149609642
14	20214907	0.0763680365511502
14	20215378	0.0767496174273244
14	20215448	0.0768090543115234
14	20215989	0.0806205306024854
14	20216298	0.0827833067360951
14	20219125	0.102858492851428
14	20219418	0.104939154164407
14	20220961	0.115859541563321
14	20221499	0.119667129687254
14	20221500	0.119668883811902
14	20222854	0.122044952711895
14	20223463	0.123114484978745
14	20224003	0.124064968153109
14	20224967	0.125844527776464
14	20225332	0.126572761643262
14	20225892	0.128007742197598
14	20226448	0.129427729643378
14	20226495	0.129547065773456
14	20226662	0.129966511437885
14	20226692	0.130040789192694
14	20226891	0.130526727694534
14	20227304	0.131518895652711
14	20227820	0.132731736780544
14	20227924	0.132971604085894
14	20228302	0.133841878319833
14	20228864	0.135139021164781
14	20229206	0.135936670465282
14	20229929	0.137646549685807
14	20229960	0.137720857320792
14	20230766	0.140158929822764
14	20230821	0.140341447367963
14	20231211	0.141635541486761
14	20231614	0.142972913710697
14	20232038	0.144379362381370
14	20232146	0.144736891223096
14	20232981	0.147501118841993
14	20233840	0.150344046908614
14	20239246	0.165290030022686
14	20239479	0.165766537619003
14	20246129	0.179361380467828
14	20248828	0.184879038926250
14	20249176	0.185590563917284
14	20249879	0.187029065149174
14	20249968	0.187211384078607
14	20254570	0.204150687802084
14	20255790	0.208640482365732
14	20256614	0.212106604036244
14	20258891	0.221844120914231
14	20259003	0.222323072694548
14	20259223	0.223264258740920
14	20259936	0.226315197859139
14	20260241	0.227619877480950
14	20260443	0.228483936263017
14	20261105	0.231315786533621
14	20261361	0.232410836839515
14	20262019	0.235225859723492
14	20263385	0.241071287740255
14	20263425	0.241242487386655
14	20263825	0.242954690499655
14	20264019	0.243785081735931
14	20264178	0.244465660372953
14	20264211	0.244606852941713
14	20264912	0.247607336297677
14	20265201	0.248844292836872
14	20265369	0.249563358092614
14	20265636	0.250706410242813
14	20265855	0.251643005814289
14	20266386	0.253921470607462
14	20266414	0.254041592793858
14	20266487	0.254354218073399
14	20267014	0.258426986670216
14	20267945	0.264562386754356
14	20270664	0.282044729015984
14	20272479	0.283901387927267
14	20282652	0.29327924260318
14	20289283	0.300532559528887
14	20289803	0.301827821293255
14	20290377	0.303256903587791
14	20290683	0.304016816844833
14	20291217	0.305007649443765
14	20291286	0.305110770871415
14	20291539	0.305410705039072
14	20292331	0.306990657877413
14	20292344	0.307027344690330
14	20292485	0.307431067388359
14	20292680	0.307981536490048
14	20292796	0.308162815046638
14	20292853	0.308211335077362
14	20294131	0.309541732966304
14	20295349	0.310816814406952
14	20295510	0.310985577528169
14	20295990	0.311485060452985
14	20296004	0.311499632502875
14	20296510	0.311965923827517
14	20296658	0.312074253416986
14	20299291	0.313592888087113
14	20305047	0.328047699575346
